,word,347781newsML.txt_tf,306379newsML.txt_tf,516888newsML.txt_tf,364308newsML.txt_tf,637058newsML.txt_tf,47681newsML.txt_tf,456216newsML.txt_tf,492068newsML.txt_tf,524096newsML.txt_tf,448512newsML.txt_tf,311197newsML.txt_tf,304275newsML.txt_tf,450789newsML.txt_tf,363833newsML.txt_tf,371679newsML.txt_tf,446630newsML.txt_tf,342913newsML.txt_tf,420901newsML.txt_tf,324868newsML.txt_tf,395717newsML.txt_tf,183833newsML.txt_tf,480205newsML.txt_tf,234581newsML.txt_tf,237257newsML.txt_tf,459922newsML.txt_tf,320093newsML.txt_tf,649805newsML.txt_tf,402225newsML.txt_tf,381783newsML.txt_tf,349837newsML.txt_tf,465251newsML.txt_tf,281175newsML.txt_tf,544122newsML.txt_tf,332767newsML.txt_tf,440528newsML.txt_tf,383271newsML.txt_tf,433408newsML.txt_tf,346245newsML.txt_tf,271584newsML.txt_tf,588023newsML.txt_tf,348416newsML.txt_tf,362892newsML.txt_tf,300106newsML.txt_tf,320020newsML.txt_tf,307168newsML.txt_tf,639874newsML.txt_tf,336525newsML.txt_tf,644446newsML.txt_tf,452353newsML.txt_tf,424504newsML.txt_tf,543300newsML.txt_tf,idf,347781newsML.txt_tf-idf,306379newsML.txt_tf-idf,516888newsML.txt_tf-idf,364308newsML.txt_tf-idf,637058newsML.txt_tf-idf,47681newsML.txt_tf-idf,456216newsML.txt_tf-idf,492068newsML.txt_tf-idf,524096newsML.txt_tf-idf,448512newsML.txt_tf-idf,311197newsML.txt_tf-idf,304275newsML.txt_tf-idf,450789newsML.txt_tf-idf,363833newsML.txt_tf-idf,371679newsML.txt_tf-idf,446630newsML.txt_tf-idf,342913newsML.txt_tf-idf,420901newsML.txt_tf-idf,324868newsML.txt_tf-idf,395717newsML.txt_tf-idf,183833newsML.txt_tf-idf,480205newsML.txt_tf-idf,234581newsML.txt_tf-idf,237257newsML.txt_tf-idf,459922newsML.txt_tf-idf,320093newsML.txt_tf-idf,649805newsML.txt_tf-idf,402225newsML.txt_tf-idf,381783newsML.txt_tf-idf,349837newsML.txt_tf-idf,465251newsML.txt_tf-idf,281175newsML.txt_tf-idf,544122newsML.txt_tf-idf,332767newsML.txt_tf-idf,440528newsML.txt_tf-idf,383271newsML.txt_tf-idf,433408newsML.txt_tf-idf,346245newsML.txt_tf-idf,271584newsML.txt_tf-idf,588023newsML.txt_tf-idf,348416newsML.txt_tf-idf,362892newsML.txt_tf-idf,300106newsML.txt_tf-idf,320020newsML.txt_tf-idf,307168newsML.txt_tf-idf,639874newsML.txt_tf-idf,336525newsML.txt_tf-idf,644446newsML.txt_tf-idf,452353newsML.txt_tf-idf,424504newsML.txt_tf-idf,543300newsML.txt_tf-idf
103,buy,0.0047169811320754715,0.0071633237822349575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001697792869269949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.725433722188183,0.03172374397258577,0.04817645932799558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011418393416278748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,stock,0.0047169811320754715,0.0057306590257879654,0.0,0.0018181818181818182,0.0,0.0,0.0017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.005376344086021506,0.0,0.0,0.0,0.0015625,0.0,0.0014903129657228018,0.0,0.002197802197802198,0.0,0.003616636528028933,0.0,0.003134796238244514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017857142857142857,0.0017857142857142857,0.004866180048661801,0.0,0.0,0.0056022408963585435,5.051457288616511,0.023827628719889204,0.028948179304392613,0.0,0.009184467797484566,0.0,0.0,0.00870940911830433,0.0,0.0,0.0,0.0,0.0,0.0,0.009695695371624782,0.0,0.0,0.0,0.0,0.009531051487955682,0.0,0.0,0.0,0.0,0.0,0.02715837251944361,0.0,0.0,0.0,0.007892902013463298,0.0,0.007528252293020136,0.0,0.011102103931025299,0.0,0.018269284949788467,0.0,0.01583528930600787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009020459443958056,0.009020459443958056,0.024581300674532902,0.0,0.0,0.02829948060849586
105,cash,0.0023584905660377358,0.004297994269340974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001697792869269949,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002728512960436562,0.0,0.0,6.032286541628237,0.014227090900066597,0.02592673298694085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010241573075769504,0.0,0.0,0.0,0.011578285108691435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009729494421981028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016459172009899693,0.0,0.0
106,transaction,0.0023584905660377358,0.0057306590257879654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1308988302963465,0.016818157618623458,0.0408647497438186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,that,0.01179245283018868,0.011461318051575931,0.01793103448275862,0.01090909090909091,0.00683371298405467,0.011111111111111112,0.015517241379310345,0.01792573623559539,0.004893964110929853,0.013582342954159592,0.001579778830963665,0.0019047619047619048,0.002364066193853428,0.003838771593090211,0.018561484918793503,0.00539568345323741,0.012468827930174564,0.0015313935681470138,0.0,0.003738317757009346,0.008403361344537815,0.008064516129032258,0.009416195856873822,0.017977528089887642,0.010752688172043012,0.010121457489878543,0.0045351473922902496,0.00558659217877095,0.00625,0.01092896174863388,0.005961251862891207,0.009280742459396751,0.01978021978021978,0.004195804195804196,0.003616636528028933,0.0056925996204933585,0.006269592476489028,0.013888888888888888,0.010327022375215147,0.004672897196261682,0.0058823529411764705,0.001303780964797914,0.014893617021276596,0.003048780487804878,0.0297029702970297,0.0125,0.010714285714285714,0.0024330900243309003,0.009549795361527967,0.008787346221441126,0.008403361344537815,3.912023005428146,0.04613234676212437,0.044836939890293935,0.0701466194076771,0.04267661460467068,0.026733642406114894,0.04346692228253496,0.06070380525664364,0.0701258925428861,0.019145300189697286,0.05313443810428721,0.00618013113021824,0.007451472391291706,0.009248281336709565,0.015017362784752958,0.07261295601722777,0.02110803779907273,0.04877834171356791,0.005990846868955814,0.0,0.014624385067021108,0.03287414290275753,0.03154857262442053,0.03683637481570759,0.07032850346837118,0.04206476349922738,0.03959537454886788,0.017741600931646923,0.021854877125296907,0.024450143783925914,0.04275434978609995,0.023320554428781795,0.036306478008613884,0.07738067483264464,0.016414082540257956,0.014148365299920961,0.02226958067606155,0.0245267900026843,0.05433365285316869,0.04039954910941287,0.018280481333776383,0.02301190003193027,0.0051004211283287425,0.058264172421270265,0.011926899406793128,0.11619870313152908,0.04890028756785183,0.04191453220101585,0.00951830414946021,0.037359019151428405,0.034376300574939775,0.03287414290275753
108,values,0.0023584905660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020242914979757085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1308988302963465,0.016818157618623458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014435017875093818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,$55,0.0023584905660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.824046010856292,0.018452938704849743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,per,0.0023584905660377358,0.0071633237822349575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001697792869269949,0.0,0.0019047619047619048,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037243947858473,0.0,0.0,0.0,0.0,0.0,0.0,0.003616636528028933,0.0,0.0,0.0,0.0034423407917383822,0.0,0.0,0.001303780964797914,0.0,0.0,0.0,0.0,0.010714285714285714,0.004866180048661801,0.0,0.0,0.0,5.426150738057921,0.012797525325608305,0.03886927462792208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00921248003065861,0.0,0.010335525215348421,0.0,0.010414876656541115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202091275160444,0.0,0.0,0.0,0.0,0.0,0.0,0.019624414965851433,0.0,0.0,0.0,0.01867866002773811,0.0,0.0,0.00707451204440407,0.0,0.0,0.0,0.0,0.05813732933633487,0.02640462646256896,0.0,0.0,0.0
111,share.,0.0023584905660377358,0.0014326647564469914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002197802197802198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004866180048661801,0.0,0.0,0.0,6.032286541628237,0.014227090900066597,0.008642244328980283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011578285108691435,0.0,0.0,0.0,0.0,0.011381672720053278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01325777261896316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029354192416682422,0.0,0.0,0.0
112,The,0.0047169811320754715,0.0071633237822349575,0.008275862068965517,0.01090909090909091,0.002277904328018223,0.0022222222222222222,0.01206896551724138,0.008962868117797696,0.008156606851549755,0.003395585738539898,0.00631911532385466,0.013333333333333334,0.0,0.0019193857965451055,0.018561484918793503,0.00539568345323741,0.00997506234413965,0.009188361408882083,0.0018867924528301887,0.001869158878504673,0.0056022408963585435,0.00967741935483871,0.005649717514124294,0.0022471910112359553,0.0035842293906810036,0.01417004048582996,0.006802721088435374,0.00931098696461825,0.0046875,0.009107468123861567,0.011922503725782414,0.0069605568445475635,0.0,0.016783216783216783,0.0054249547920434,0.0056925996204933585,0.006269592476489028,0.013888888888888888,0.008605851979345954,0.007009345794392523,0.0058823529411764705,0.005215123859191656,0.01702127659574468,0.010670731707317074,0.009900990099009901,0.0017857142857142857,0.0125,0.012165450121654502,0.002728512960436562,0.0017574692442882249,0.0056022408963585435,3.9322257127456655,0.018548234494083327,0.028167805965226833,0.03254255762272275,0.04289700777540726,0.008957233969807894,0.008738279361657034,0.04745789653313734,0.03524402047275244,0.03207361919042141,0.013352209550919068,0.024848187758266447,0.05242967616994221,0.0,0.0075474581818534845,0.0729879482644207,0.02121704521265647,0.03922419663586699,0.036130710990006115,0.007419293797633331,0.007349954603262926,0.02202927570165639,0.03805379722011935,0.02221596447878907,0.008836462275832957,0.014093998970414572,0.05571979754902765,0.026749834780582758,0.0366129023533116,0.018432308028495305,0.035812620334659984,0.046881975710827604,0.027370480599157764,0.0,0.06599539657754963,0.02133214672375587,0.0223845866000702,0.02465345274448693,0.054614246010356464,0.033840152433267344,0.027562329762235972,0.02313073948673921,0.020507044134266832,0.06693150149354324,0.04195972559332265,0.038932927848966986,0.007021831629902974,0.04915282140932082,0.04783729577549472,0.010729128820588445,0.006910765751749851,0.02202927570165639
113,offer,0.0023584905660377358,0.008595988538681949,0.001379310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028011204481792717,0.0,0.0018832391713747645,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0,0.0014903129657228018,0.0,0.006593406593406593,0.0,0.0,0.0,0.0,0.0,0.0034423407917383822,0.0,0.0,0.001303780964797914,0.0,0.0,0.0,0.0,0.0,0.0,0.001364256480218281,0.0,0.0028011204481792717,5.339139361068292,0.01259230981384031,0.0458951807541687,0.0073643301531976435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014955572439967205,0.0,0.01005487638619264,0.0,0.0,0.0,0.0,0.0,0.008342405251669207,0.0,0.007956988615601032,0.0,0.03520311666638434,0.0,0.0,0.0,0.0,0.0,0.018379137215381383,0.0,0.0,0.006961068267364135,0.0,0.0,0.0,0.0,0.0,0.0,0.00728395547212591,0.0,0.014955572439967205
114,also,0.007075471698113208,0.0028653295128939827,0.001379310344827586,0.0,0.004555808656036446,0.0044444444444444444,0.0,0.002560819462227913,0.0016313213703099511,0.001697792869269949,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0017985611510791368,0.0,0.0030627871362940277,0.0018867924528301887,0.0,0.0,0.004838709677419355,0.0,0.0044943820224719105,0.0,0.004048582995951417,0.0,0.0,0.0,0.00546448087431694,0.0029806259314456036,0.002320185614849188,0.006593406593406593,0.0013986013986013986,0.003616636528028933,0.0018975332068311196,0.003134796238244514,0.003472222222222222,0.0,0.0,0.00196078431372549,0.003911342894393742,0.0,0.001524390243902439,0.0,0.0017857142857142857,0.0,0.0024330900243309003,0.004092769440654843,0.0035149384885764497,0.0028011204481792717,4.358310108056566,0.030837099821154946,0.01248799457895864,0.006011462218009056,0.0,0.01985562691597524,0.01937026714691807,0.0,0.011160845347135892,0.007109804417710548,0.007399507823525579,0.0,0.0,0.0,0.008365278518342737,0.0,0.007838687244706054,0.0,0.013348576134935883,0.008223226618974653,0.0,0.0,0.0210885972970479,0.0,0.01958791059800704,0.0,0.017644980194560997,0.0,0.0,0.0,0.0238159022298173,0.01299049212535489,0.010112088417764653,0.028736110602570763,0.006095538612666525,0.0157624235372751,0.008270038155705059,0.013662414131838763,0.015133021208529742,0.0,0.0,0.00854570609422856,0.017046845272711473,0.0,0.006643765408622814,0.0,0.007782696621529582,0.0,0.010604160846852959,0.017837558423151018,0.015319191943959809,0.012208151563183658
115,includes,0.0023584905660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0018083182640144665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.725433722188183,0.015861871986292884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010508490190919036,0.0,0.0,0.0,0.0,0.0,0.012161724633251686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,assumption,0.0023584905660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.824046010856292,0.018452938704849743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,$4,0.0023584905660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.824046010856292,0.018452938704849743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,debt.,0.0023584905660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.824046010856292,0.018452938704849743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,New,0.0023584905660377358,0.0014326647564469914,0.0,0.0036363636363636364,0.0,0.0,0.022413793103448276,0.0,0.0,0.001697792869269949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0016129032258064516,0.0,0.0022471910112359553,0.0035842293906810036,0.0,0.0,0.0,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003134796238244514,0.0,0.0,0.002336448598130841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004866180048661801,0.0,0.0,0.0056022408963585435,5.184988681241034,0.01222874688971942,0.007428350546190593,0.0,0.01885450429542194,0.0,0.0,0.11621526354505765,0.0,0.0,0.008803036810256425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009782997511775535,0.0,0.0,0.008362884969743602,0.0,0.011651659957845022,0.018584188821652452,0.0,0.0,0.0,0.008101544814439116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016253883013294775,0.0,0.0,0.01211445953560989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02523108847319238,0.0,0.0,0.029047555637204674
120,York-based,0.0023584905660377358,0.0,0.0,0.0018181818181818182,0.0,0.0,0.0017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.725433722188183,0.015861871986292884,0.0,0.0,0.012228061313069423,0.0,0.0,0.011595575383083074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,"ITT,",0.0023584905660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.824046010856292,0.018452938704849743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,which,0.0047169811320754715,0.0071633237822349575,0.006896551724137931,0.0,0.0,0.008888888888888889,0.0034482758620689655,0.0012804097311139564,0.0065252854812398045,0.003395585738539898,0.00315955766192733,0.0038095238095238095,0.004728132387706856,0.009596928982725527,0.002320185614849188,0.0017985611510791368,0.0024937655860349127,0.0015313935681470138,0.0,0.001869158878504673,0.0,0.0032258064516129032,0.0,0.0022471910112359553,0.0035842293906810036,0.0,0.0045351473922902496,0.0037243947858473,0.0046875,0.00546448087431694,0.0014903129657228018,0.0069605568445475635,0.004395604395604396,0.005594405594405594,0.007233273056057866,0.0,0.006269592476489028,0.0,0.012048192771084338,0.002336448598130841,0.00392156862745098,0.003911342894393742,0.00425531914893617,0.004573170731707317,0.0,0.0,0.0017857142857142857,0.0,0.002728512960436562,0.0035149384885764497,0.0028011204481792717,4.135166556742356,0.019505502626143187,0.02962153693941516,0.028518390046499007,0.0,0.0,0.03675703605993205,0.014259195023249504,0.005294707499029905,0.02698314229521929,0.01404131258656148,0.013065297177700967,0.015753015454256596,0.019551614925495772,0.03968489977679804,0.009594353959959062,0.007437349922198483,0.010312136051726574,0.006332567468211878,0.0,0.007729283283630572,0.0,0.013339246957233406,0.0,0.009292509116274958,0.014821385508037119,0.0,0.018753589826495946,0.015400992762541364,0.019383593234729792,0.02259653856143364,0.0061626923349364475,0.028783061879877187,0.018176556293372993,0.023133798918838357,0.029910788837196067,0.0,0.025925809133180915,0.0,0.04982128381617297,0.009661604104538214,0.01621633943820532,0.01617405432884885,0.017596453432946198,0.018910822668029067,0.0,0.0,0.007384225994182779,0.0,0.011282855543635352,0.014534856086967859,0.011583099598718085
123,soared,0.0023584905660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.824046010856292,0.018452938704849743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,most,0.0047169811320754715,0.0014326647564469914,0.0,0.0018181818181818182,0.0,0.0,0.0,0.002560819462227913,0.0,0.003395585738539898,0.001579778830963665,0.0019047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032258064516129032,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.0,0.0,0.0,0.002320185614849188,0.0,0.0,0.0,0.0056925996204933585,0.0,0.0,0.0,0.002336448598130841,0.0,0.001303780964797914,0.002127659574468085,0.003048780487804878,0.0,0.0,0.0,0.0,0.0,0.0017574692442882249,0.0028011204481792717,4.990832666800076,0.023541663522641865,0.007150190067048819,0.0,0.009074241212363774,0.0,0.0,0.0,0.01278062142586447,0.0,0.016946800226825383,0.007884411795892695,0.009506347936762048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016099460215484116,0.0,0.0,0.008944144564157841,0.0,0.0,0.0,0.0,0.0,0.0,0.011579658159628945,0.0,0.0,0.0,0.02841081214497197,0.0,0.0,0.0,0.011660823987850644,0.0,0.006506952629465548,0.010618792908085269,0.015215953252439256,0.0,0.0,0.0,0.0,0.0,0.008771234915290116,0.013979923436414778
125,week,0.0023584905660377358,0.0014326647564469914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050933786078098476,0.001579778830963665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0,0.0,0.0,0.0,0.004195804195804196,0.0,0.0,0.0,0.0,0.0017211703958691911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8781358618009785,0.013863527975945703,0.008421398082809424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029939571452297007,0.009286154600001546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009184587284064029,0.0,0.0,0.0,0.0,0.024663507112451657,0.0,0.0,0.0,0.0,0.010117273428228879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
